,name,lon,lat,zNum,carCap,carDisCap,address
259,Парковка №0304 (145),37.597661,55.772137,0304,19,0,"4-я Тверская-Ямская улица, дом 6/12"
260,,,,,,,
261,Парковка №0304 (150),37.597302,55.772303,0304,14,4,"4-я Тверская-Ямская улица, дом 13"
262,Парковка №0304 (150),37.598337,55.771689,0304,14,4,"4-я Тверская-Ямская улица, дом 13"
263,,,,,,,
264,Парковка №0304 (147),37.59802,55.771931,0304,16,0,"4-я Тверская-Ямская улица, дом 2/11, строение 1"
265,Парковка №0304 (147),37.598712,55.771517,0304,16,0,"4-я Тверская-Ямская улица, дом 2/11, строение 1"
266,,,,,,,
267,Парковка №0304 (232),37.59014,55.775578,0304,13,0,"3-я Тверская-Ямская улица, дом 56/6"
268,Парковка №0304 (232),37.591127,55.776137,0304,13,0,"3-я Тверская-Ямская улица, дом 56/6"
269,,,,,,,
270,Парковка №0304 (231),37.591084,55.776161,0304,13,2,"3-я Тверская-Ямская улица, дом 58/5"
271,Парковка №0304 (231),37.590103,55.775605,0304,13,2,"3-я Тверская-Ямская улица, дом 58/5"
272,,,,,,,
273,Парковка №0304 (276),37.592622,55.775407,0304,12,2,"улица Александра Невского, дом 1"
274,Парковка №0304 (276),37.593282,55.774782,0304,12,2,"улица Александра Невского, дом 1"
275,,,,,,,
276,Парковка №0304 (277),37.592454,55.77543,0304,13,3,"улица Александра Невского, дом 1"
277,Парковка №0304 (277),37.592738,55.775131,0304,13,3,"улица Александра Невского, дом 1"
278,Парковка №0304 (277),37.59319,55.774725,0304,13,3,"улица Александра Невского, дом 1"
279,,,,,,,
280,Парковка №0304 (109),37.586997,55.777226,0304,14,0,"Лесная улица, дом 4, строение 1"
281,Парковка №0304 (109),37.587973,55.77663,0304,14,0,"Лесная улица, дом 4, строение 1"
282,,,,,,,
283,Парковка №0304 (322),37.630431,55.756753,0304,14,0,"Новая площадь, дом 3/4"
284,Парковка №0304 (322),37.631017,55.756998,0304,14,0,"Новая площадь, дом 3/4"
285,,,,,,,
286,Парковка №0304 (241),37.614964,55.766427,0304,16,0,"улица Петровка, дом 23/10, строение 4"
287,Парковка №0304 (241),37.614274,55.766117,0304,16,0,"улица Петровка, дом 23/10, строение 4"
288,Парковка №0304 (241),37.613579,55.765828,0304,16,0,"улица Петровка, дом 23/10, строение 4"
289,,,,,,,
290,Парковка №0304 (45),37.60685,55.761661,0304,12,0,"Леонтьевский переулок, дом 24"
291,Парковка №0304 (45),37.607725,55.762245,0304,12,0,"Леонтьевский переулок, дом 24"
292,,,,,,,
293,Парковка №0304 (28),37.619611,55.759988,0304,42,5,"Театральный проезд, дом 1"
294,Парковка №0304 (28),37.62003,55.759293,0304,42,5,"Театральный проезд, дом 1"
295,Парковка №0304 (28),37.620094,55.759355,0304,42,5,"Театральный проезд, дом 1"
296,Парковка №0304 (28),37.619712,55.759991,0304,42,5,"Театральный проезд, дом 1"
297,Парковка №0304 (28),37.619611,55.759988,0304,42,5,"Театральный проезд, дом 1"
298,,,,,,,
299,Парковка №0304 (288),37.626097,55.755039,0304,14,3,"улица Ильинка, дом 9, строение 1"
300,Парковка №0304 (288),37.627524,55.755503,0304,14,3,"улица Ильинка, дом 9, строение 1"
301,,,,,,,
302,Парковка №0304 (327),37.609742,55.756567,0304,13,2,"Моховая улица, дом 11, строение 3"
303,Парковка №0304 (327),37.610595,55.757248,0304,13,2,"Моховая улица, дом 11, строение 3"
304,,,,,,,
305,Парковка №0304 (328),37.610702,55.757308,0304,16,0,"Никитский переулок, дом 4, строение 1"
306,Парковка №0304 (328),37.610954,55.757529,0304,16,0,"Никитский переулок, дом 4, строение 1"
307,Парковка №0304 (328),37.611201,55.757692,0304,16,0,"Никитский переулок, дом 4, строение 1"
308,Парковка №0304 (328),37.612172,55.758231,0304,16,0,"Никитский переулок, дом 4, строение 1"
309,,,,,,,
310,Парковка №0304 (345),37.621338,55.759318,0304,12,0,"Театральный проезд, дом 1"
311,Парковка №0304 (345),37.620949,55.760041,0304,12,0,"Театральный проезд, дом 1"
312,,,,,,,
313,Парковка №0304 (255),37.591817,55.778586,0304,13,0,"Миусская площадь, дом 5"
314,Парковка №0304 (255),37.592795,55.779236,0304,13,0,"Миусская площадь, дом 5"
315,,,,,,,
316,Парковка №0305 (11),37.625557,55.763361,0305,15,3,"Варсонофьевский переулок, дом 3, строение 1"
317,Парковка №0305 (11),37.623736,55.763454,0305,15,3,"Варсонофьевский переулок, дом 3, строение 1"
318,,,,,,,
319,Парковка №0305 (53),37.626469,55.766357,0305,23,2,"Рождественский бульвар, дом 10/7, строение 1"
320,Парковка №0305 (53),37.624004,55.766514,0305,23,2,"Рождественский бульвар, дом 10/7, строение 1"
321,,,,,,,
322,Парковка №0305 (52),37.624429,55.766908,0305,14,4,"Рождественский бульвар, дом 9, строение 1"
323,Парковка №0305 (52),37.626114,55.766709,0305,14,4,"Рождественский бульвар, дом 9, строение 1"
324,,,,,,,
325,Парковка №0305 (36),37.622575,55.769193,0305,18,3,"Цветной бульвар, дом 2"
326,Парковка №0305 (36),37.622815,55.768088,0305,18,3,"Цветной бульвар, дом 2"
327,,,,,,,
328,Парковка №0305 (49),37.622783,55.76915,0305,13,2,"Цветной бульвар, дом 2"
329,Парковка №0305 (49),37.624309,55.768706,0305,13,2,"Цветной бульвар, дом 2"
330,,,,,,,
331,Парковка №0306 (16),37.641156,55.768833,0306,18,3,"проспект Академика Сахарова, дом 7, строение Б/Н"
332,Парковка №0306 (16),37.641909,55.76927,0306,18,3,"проспект Академика Сахарова, дом 7, строение Б/Н"
333,Парковка №0306 (16),37.642489,55.769628,0306,18,3,"проспект Академика Сахарова, дом 7, строение Б/Н"
334,,,,,,,
335,Парковка №0306 (20),37.637747,55.766862,0306,30,3,"Уланский переулок, дом 4, строение 1"
336,Парковка №0306 (20),37.63933,55.767797,0306,30,3,"Уланский переулок, дом 4, строение 1"
337,,,,,,,
338,Парковка №0306 (19),37.640398,55.768432,0306,17,0,"Уланский переулок, дом 16, корпус 1"
339,Парковка №0306 (19),37.639469,55.767881,0306,17,0,"Уланский переулок, дом 16, корпус 1"
340,,,,,,,
341,Парковка №0306 (23),37.640026,55.767888,0306,18,0,"Мясницкая улица, дом 39, строение 1"
342,Парковка №0306 (23),37.639424,55.767535,0306,18,0,"Мясницкая улица, дом 39, строение 1"
343,,,,,,,
344,Парковка №0306 (25),37.63864,55.767056,0306,20,5,"Мясницкая улица, дом 35"
345,Парковка №0306 (25),37.637417,55.766373,0306,20,5,"Мясницкая улица, дом 35"
346,,,,,,,
347,Парковка №0306 (48),37.649948,55.774287,0306,26,0,"Каланчёвская улица, дом 27"
348,Парковка №0306 (48),37.651348,55.774734,0306,26,0,"Каланчёвская улица, дом 27"
349,,,,,,,
350,Парковка №0306 (26),37.644496,55.770735,0306,19,3,"Садовая-Спасская улица, дом 11/1"
351,Парковка №0306 (26),37.645345,55.771353,0306,19,3,"Садовая-Спасская улица, дом 11/1"
352,,,,,,,
353,Парковка №0306 (27),37.645506,55.77146,0306,26,3,"Орликов переулок, дом 3Б"
354,Парковка №0306 (27),37.646686,55.772324,0306,26,3,"Орликов переулок, дом 3Б"
